Fecha,Marca,Categoria,Ventas_Soles,Costos_Soles,Ganancias_Soles,Tiempo_Entrega_Dias,Reseña_Cliente,Edad_Cliente,Frecuencia_Compra_Mensual
2025-11-21 11:19:35.308801,Blanca Flor,Detergentes,61.07554416215602,25.966077055384048,35.10946710677197,3.9769596229885793,Excelente sabor de las galletas.,27,1
2026-01-25 11:19:35.308801,Don Vittorio,Aceites,165.61996555083397,113.50481185832834,52.11515369250563,9.036515883927965,Excelente sabor de las galletas.,59,8
2026-02-20 11:19:35.308801,Don Vittorio,Detergentes,194.97359524324239,92.83571572787544,102.13787951536695,6.728677974185083,"Muy buen producto, siempre compro de esta marca.",38,8
2026-03-10 11:19:35.308801,Don Vittorio,Galletas,162.4537119459707,112.53133637223668,49.922375573734016,8.123251867863885,Excelente sabor de las galletas.,46,8
2026-01-13 11:19:35.308801,Don Vittorio,Galletas,179.6502634715125,83.67126110845814,95.97900236305435,2.9733448854514233,"Pésima calidad, vino abierto el empaque.",42,1
2026-08-28 11:19:35.308801,Sayón,Detergentes,235.8186397563825,142.83548847057966,92.98315128580285,2.349244562581183,Excelente sabor de las galletas.,47,7
2025-09-09 11:19:35.308801,Casino,Aceites,167.86198303806577,98.97099873259867,68.8909843054671,7.445005581499496,Me encanta Blanca Flor para mis postres.,47,3
2026-05-03 11:19:35.308801,Primor,Chocolates,147.5730592882706,99.71883849165407,47.85422079661653,1.5882250360094343,El detergente no quitó las manchas.,25,2
2026-07-06 11:19:35.308801,Don Vittorio,Detergentes,169.17345928134125,101.97730408498515,67.1961551963561,2.6867701412111695,El detergente no quitó las manchas.,34,3
2026-07-10 11:19:35.308801,Primor,Detergentes,208.5500308126119,139.76501542782216,68.78501538478974,4.227180317650743,"Cumple su función, precio razonable.",62,8
2026-06-23 11:19:35.308801,Bolívar,Galletas,139.24904509738556,68.38592922936091,70.86311586802465,6.936723016865198,Me encanta Blanca Flor para mis postres.,19,2
2026-08-02 11:19:35.308801,Casino,Fideos,157.16982681604222,77.56097511305472,79.6088517029875,3.119993006295395,El detergente no quitó las manchas.,41,5
2026-05-20 11:19:35.308801,Sayón,Harinas,121.17831716365127,56.043493661797456,65.13482350185382,5.436862219942983,El aceite Primor rinde muchísimo.,49,1
2026-04-20 11:19:35.308801,Primor,Fideos,157.86993820348812,66.13298714954728,91.73695105394084,3.5835691797246905,Excelente sabor de las galletas.,47,6
2026-01-04 11:19:35.308801,Bolívar,Chocolates,86.9354684482926,59.2435313949144,27.691937053378197,5.032933659341114,"Pésima calidad, vino abierto el empaque.",54,1
2026-02-02 11:19:35.308801,Casino,Chocolates,152.48521317491566,77.39489889265587,75.09031428225978,5.112085882490346,"Cumple su función, precio razonable.",62,3
2025-09-22 11:19:35.308801,Casino,Aceites,221.44359988131436,102.54506278458507,118.89853709672929,7.01814422058275,"Muy buen producto, siempre compro de esta marca.",60,3
2026-05-24 11:19:35.308801,Bolívar,Chocolates,151.9249217007947,97.6064029545349,54.3185187462598,1.7260584750498142,Me encanta Blanca Flor para mis postres.,42,1
2026-01-07 11:19:35.308801,Bolívar,Harinas,123.74657908064847,76.80473865503177,46.941840425616704,2.1088616360003685,Me encanta Blanca Flor para mis postres.,27,2
2025-09-28 11:19:35.308801,Don Vittorio,Fideos,149.85135410306486,103.5773647156345,46.27398938743036,10.757005991434031,"Pésima calidad, vino abierto el empaque.",38,3
